ORIGIN;DEST;DEPARTURE DATE;DEPARTURE TIME;BOOKING CLASS;FARE;DAYS TO DEPARTURE;# BOOKINGS (net)
BER;NRT;2014-04-21;1520;L;64;92;3
BER;NRT;2014-04-21;1520;L;64;73;4
BER;NRT;2014-04-21;1520;L;64;72;5
BER;NRT;2014-04-21;1520;L;64;70;6
BER;NRT;2014-04-21;1520;L;64;65;7
BER;NRT;2014-04-21;1520;L;64;14;10
BER;NRT;2014-04-21;1520;L;64;13;11
BER;NRT;2014-04-21;1520;L;64;11;10
BER;NRT;2014-04-21;1520;M;164;353;0
BER;NRT;2014-04-21;1520;M;164;294;0
BER;NRT;2014-04-21;1520;N;124;353;0
BER;NRT;2014-04-21;1520;N;124;294;0
BER;NRT;2014-04-21;1520;N;124;39;2
BER;NRT;2014-04-21;1520;N;124;38;4
BER;NRT;2014-04-21;1520;N;124;37;3
BER;NRT;2014-04-21;1520;N;124;11;1
BER;NRT;2014-04-21;1520;N;124;3;4
BER;NRT;2014-04-21;1520;N;124;2;4
BER;NRT;2014-04-21;1520;N;124;1;4
BER;NRT;2014-04-21;1520;R;184;353;0
BER;NRT;2014-04-21;1520;R;184;304;0
BER;NRT;2014-04-21;1520;R;184;294;0
BER;NRT;2014-04-21;1520;T;74;353;0
BER;NRT;2014-04-21;1520;T;74;305;0
BER;NRT;2014-04-21;1520;T;74;304;0
BER;NRT;2014-04-21;1520;T;74;301;0
BER;NRT;2014-04-21;1520;T;74;294;0
BER;NRT;2014-04-21;1520;T;74;64;1
BER;NRT;2014-04-21;1520;T;74;59;1
BER;NRT;2014-04-21;1520;T;74;38;1
BER;NRT;2014-04-21;1520;T;74;37;2
BER;NRT;2014-04-21;1520;T;74;35;4
BER;NRT;2014-04-21;1520;T;74;31;9
BER;NRT;2014-04-21;1520;T;74;30;10
BER;NRT;2014-04-21;1520;T;74;14;10
BER;NRT;2014-04-21;1520;T;74;13;11
BER;NRT;2014-04-21;1520;V;54;353;0
BER;NRT;2014-04-21;1520;V;54;305;0
BER;NRT;2014-04-21;1520;V;54;304;0
BER;NRT;2014-04-21;1520;V;54;294;0
BER;NRT;2014-04-21;1705;B;94;353;0
BER;NRT;2014-04-21;1705;B;94;305;0
BER;NRT;2014-04-21;1705;B;94;301;0
BER;NRT;2014-04-21;1705;B;94;294;0
BER;NRT;2014-04-21;1705;B;94;59;0
BER;NRT;2014-04-21;1705;B;94;42;0
BER;NRT;2014-04-21;1705;B;94;27;2
BER;NRT;2014-04-21;1705;B;94;24;5
BER;NRT;2014-04-21;1705;B;94;23;9
BER;NRT;2014-04-21;1705;B;94;21;10
BER;NRT;2014-04-21;1705;B;94;18;11
BER;NRT;2014-04-21;1705;B;94;17;12
BER;NRT;2014-04-21;1705;B;94;16;17
BER;NRT;2014-04-21;1705;B;94;8;16
BER;NRT;2014-04-21;1705;B;94;3;15
BER;NRT;2014-04-21;1705;B;94;1;14
BER;NRT;2014-04-21;1705;E;44;353;0
BER;NRT;2014-04-21;1705;E;44;304;0
BER;NRT;2014-04-21;1705;E;44;301;0
BER;NRT;2014-04-21;1705;E;44;294;0
BER;NRT;2014-04-21;1705;R;184;353;0
BER;NRT;2014-04-21;1520;K;104;154;2
BER;NRT;2014-04-21;1705;B;94;25;3
BER;NRT;2014-04-21;1705;B;94;0;12
BER;NRT;2014-04-21;1705;R;184;304;0
BER;NRT;2014-04-21;1705;R;184;294;0
BER;NRT;2014-04-21;1520;Z;114;353;0
BER;NRT;2014-04-21;1520;Z;114;304;0
BER;NRT;2014-04-21;1520;Z;114;294;0
BER;NRT;2014-04-21;1520;Z;114;52;1
BER;NRT;2014-04-21;1520;Z;114;50;2
BER;NRT;2014-04-21;1520;Z;114;49;3
BER;NRT;2014-04-21;1520;Z;114;42;3
BER;NRT;2014-04-21;1520;Z;114;38;3
BER;NRT;2014-04-21;1520;Z;114;37;4
BER;NRT;2014-04-21;1520;Z;114;3;5
BER;NRT;2014-04-21;1520;Z;114;2;4
BER;NRT;2014-04-21;1520;Z;114;1;4
BER;NRT;2014-04-21;1705;I;84;353;0
BER;NRT;2014-04-21;1705;I;84;304;0
BER;NRT;2014-04-21;1705;I;84;59;0
BER;NRT;2014-04-21;1705;I;84;42;0
BER;NRT;2014-04-21;1705;I;84;37;1
BER;NRT;2014-04-21;1705;I;84;36;3
BER;NRT;2014-04-21;1705;I;84;35;4
BER;NRT;2014-04-21;1705;I;84;33;5
BER;NRT;2014-04-21;1705;I;84;32;8
BER;NRT;2014-04-21;1705;I;84;29;8
BER;NRT;2014-04-21;1705;I;84;28;10
BER;NRT;2014-04-21;1705;I;84;21;9
BER;NRT;2014-04-21;1705;I;84;9;8
BER;NRT;2014-04-21;1705;J;144;353;0
BER;NRT;2014-04-21;1705;J;144;294;0
BER;NRT;2014-04-21;1705;J;144;43;1
BER;NRT;2014-04-21;1705;J;144;3;8
BER;NRT;2014-04-21;1705;J;144;2;15
BER;NRT;2014-04-21;1705;J;144;1;18
BER;NRT;2014-04-21;1705;J;144;0;28
BER;NRT;2014-04-21;1705;K;104;353;0
BER;NRT;2014-04-21;1705;K;104;305;0
BER;NRT;2014-04-21;1705;K;104;301;0
BER;NRT;2014-04-21;1705;K;104;294;0
BER;NRT;2014-04-21;1705;K;104;59;0
BER;NRT;2014-04-21;1705;K;104;42;0
BER;NRT;2014-04-21;1705;K;104;16;1
BER;NRT;2014-04-21;1705;K;104;15;5
BER;NRT;2014-04-21;1705;K;104;14;6
BER;NRT;2014-04-21;1705;K;104;11;10
BER;NRT;2014-04-21;1705;K;104;10;16
BER;NRT;2014-04-21;1705;K;104;8;15
BER;NRT;2014-04-21;1705;K;104;0;14
BER;NRT;2014-04-21;1705;L;64;353;0
BER;NRT;2014-04-21;1705;L;64;304;0
BER;NRT;2014-04-21;1705;L;64;294;0
BER;NRT;2014-04-21;1705;L;64;162;0
BER;NRT;2014-04-21;1705;M;164;353;0
BER;NRT;2014-04-21;1705;M;164;294;0
BER;NRT;2014-04-21;1705;M;164;49;1
BER;NRT;2014-04-21;1705;M;164;23;0
BER;NRT;2014-04-21;1705;N;124;353;0
BER;NRT;2014-04-21;1705;N;124;294;0
BER;NRT;2014-04-21;1705;N;124;59;0
BER;NRT;2014-04-21;1705;N;124;42;0
BER;NRT;2014-04-21;1705;N;124;8;4
BER;NRT;2014-04-21;1705;N;124;7;4
BER;NRT;2014-04-21;1705;N;124;3;4
BER;NRT;2014-04-21;1705;N;124;2;5
BER;NRT;2014-04-21;1705;N;124;1;4
BER;NRT;2014-04-21;1705;T;74;353;0
BER;NRT;2014-04-21;1705;T;74;304;0
BER;NRT;2014-04-21;1705;T;74;294;0
BER;NRT;2014-04-21;1705;T;74;109;1
BER;NRT;2014-04-21;1705;T;74;62;2
BER;NRT;2014-04-21;1705;T;74;59;2
BER;NRT;2014-04-21;1705;T;74;42;2
BER;NRT;2014-04-21;1705;T;74;39;3
BER;NRT;2014-04-21;1705;T;74;38;6
BER;NRT;2014-04-21;1705;T;74;29;7
BER;NRT;2014-04-21;1705;T;74;11;6
BER;NRT;2014-04-21;1705;V;54;353;0
BER;NRT;2014-04-21;1705;V;54;304;0
BER;NRT;2014-04-21;1705;V;54;301;0
BER;NRT;2014-04-21;1705;V;54;294;0
BER;NRT;2014-04-21;1705;Z;114;353;0
BER;NRT;2014-04-21;1705;Z;114;305;0
BER;NRT;2014-04-21;1705;Z;114;304;0
BER;NRT;2014-04-21;1705;Z;114;301;0
BER;NRT;2014-04-21;1705;Z;114;294;0
BER;NRT;2014-04-21;1705;Z;114;112;1
BER;NRT;2014-04-21;1705;Z;114;59;1
BER;NRT;2014-04-21;1705;Z;114;42;1
BER;NRT;2014-04-21;1705;Z;114;9;7
BER;NRT;2014-04-21;1705;Z;114;8;17
BER;NRT;2014-04-21;1705;Z;114;2;16
BER;NRT;2014-04-21;1705;Z;114;1;15
BER;NRT;2014-04-21;1705;L;64;163;1
BER;NRT;2014-04-21;1705;L;64;111;1
BER;CPT;2014-04-20;1530;L;69;26;1
BER;CPT;2014-04-20;1530;L;69;25;3
BER;CPT;2014-04-20;1530;L;69;24;4
BER;CPT;2014-04-20;1530;L;69;21;5
BER;CPT;2014-04-20;1530;L;69;20;4
BER;CPT;2014-04-20;1530;L;69;18;5
BER;CPT;2014-04-20;1530;L;69;15;7
BER;CPT;2014-04-20;1530;L;69;14;8
BER;CPT;2014-04-20;1530;B;99;126;1
BER;CPT;2014-04-20;1530;B;99;43;0
BER;CPT;2014-04-20;1530;E;49;38;0
BER;CPT;2014-04-20;1530;E;49;36;1
BER;CPT;2014-04-20;1530;E;49;32;2
BER;CPT;2014-04-20;1530;E;49;31;3
BER;CPT;2014-04-20;1530;E;49;30;6
BER;CPT;2014-04-20;1530;E;49;29;6
BER;CPT;2014-04-20;1530;E;49;23;5
BER;CPT;2014-04-20;1530;I;89;22;1
BER;CPT;2014-04-20;1530;M;169;293;0
BER;CPT;2014-04-20;1530;L;69;352;0
BER;CPT;2014-04-20;1530;M;169;352;0
BER;CPT;2014-04-20;1530;L;69;303;0
BER;CPT;2014-04-20;1530;I;89;303;0
BER;CPT;2014-04-20;1530;L;69;293;0
BER;CPT;2014-04-20;1530;B;99;293;0
BER;CPT;2014-04-20;1530;E;49;293;0
BER;CPT;2014-04-20;1530;J;149;293;0
BER;CPT;2014-04-20;1530;K;109;293;0
BER;CPT;2014-04-20;1530;L;69;13;10
BER;CPT;2014-04-20;1530;L;69;10;14
BER;CPT;2014-04-20;1530;L;69;9;16
BER;CPT;2014-04-20;1530;L;69;8;22
BER;CPT;2014-04-20;1530;L;69;7;24
BER;CPT;2014-04-20;1530;L;69;1;23
BER;CPT;2014-04-20;1530;B;99;1;5
BER;CPT;2014-04-20;1530;J;149;1;5
BER;CPT;2014-04-20;1530;K;109;1;0
BER;CPT;2014-04-20;1530;L;69;0;22
BER;CPT;2014-04-20;1530;J;149;0;8
BER;CPT;2014-04-20;1530;B;99;352;0
BER;CPT;2014-04-20;1530;E;49;352;0
BER;CPT;2014-04-20;1530;I;89;352;0
BER;CPT;2014-04-20;1530;J;149;352;0
BER;CPT;2014-04-20;1530;K;109;352;0
BER;CPT;2014-04-20;1530;B;99;2;6
BER;CPT;2014-04-20;1530;I;89;2;0
BER;CPT;2014-04-20;1530;I;89;7;0
BER;CPT;2014-04-20;1530;N;129;352;0
BER;CPT;2014-04-20;1530;N;129;293;0
BER;CPT;2014-04-20;1530;N;129;1;0
BER;CPT;2014-04-20;1530;R;189;352;0
BER;CPT;2014-04-20;1530;R;189;303;0
BER;CPT;2014-04-20;1530;R;189;293;0
BER;CPT;2014-04-20;1530;T;79;352;0
BER;CPT;2014-04-20;1530;T;79;303;0
BER;CPT;2014-04-20;1530;T;79;293;0
BER;CPT;2014-04-20;1530;T;79;8;1
BER;CPT;2014-04-20;1530;T;79;7;3
BER;CPT;2014-04-20;1530;T;79;3;4
BER;CPT;2014-04-20;1530;T;79;2;4
BER;CPT;2014-04-21;1530;E;49;304;0
BER;CPT;2014-04-21;1530;E;49;294;0
BER;CPT;2014-04-21;1530;E;49;103;1
BER;CPT;2014-04-20;1530;V;59;352;0
BER;CPT;2014-04-20;1530;V;59;303;0
BER;CPT;2014-04-20;1530;V;59;293;0
BER;CPT;2014-04-20;1530;V;59;59;0
BER;CPT;2014-04-20;1530;V;59;55;2
BER;CPT;2014-04-20;1530;V;59;52;4
BER;CPT;2014-04-20;1530;V;59;44;7
BER;CPT;2014-04-20;1530;V;59;39;7
BER;CPT;2014-04-20;1530;V;59;38;8
BER;CPT;2014-04-20;1530;V;59;29;8
BER;CPT;2014-04-20;1530;V;59;10;8
BER;CPT;2014-04-20;1530;V;59;9;8
BER;CPT;2014-04-20;1530;Z;119;352;0
BER;CPT;2014-04-20;1530;Z;119;303;0
BER;CPT;2014-04-20;1530;Z;119;293;0
BER;CPT;2014-04-20;1530;Z;119;1;0
BER;CPT;2014-04-21;1530;B;99;294;0
BER;CPT;2014-04-21;1530;B;99;17;2
BER;CPT;2014-04-21;1530;B;99;16;4
BER;CPT;2014-04-21;1530;B;99;15;6
BER;CPT;2014-04-21;1530;B;99;14;5
BER;CPT;2014-04-21;1530;B;99;11;10
BER;CPT;2014-04-21;1530;B;99;9;20
BER;CPT;2014-04-21;1530;B;99;8;26
BER;CPT;2014-04-21;1530;B;99;7;26
BER;CPT;2014-04-21;1530;B;99;3;24
BER;CPT;2014-04-21;1530;I;89;304;0
BER;CPT;2014-04-21;1530;I;89;43;1
BER;CPT;2014-04-21;1530;I;89;42;2
BER;CPT;2014-04-21;1530;I;89;41;3
BER;CPT;2014-04-21;1530;I;89;39;5
BER;CPT;2014-04-21;1530;I;89;32;7
BER;CPT;2014-04-21;1530;I;89;30;12
BER;CPT;2014-04-21;1530;I;89;29;14
BER;CPT;2014-04-21;1530;I;89;24;17
BER;CPT;2014-04-21;1530;I;89;22;18
BER;CPT;2014-04-21;1530;I;89;21;21
BER;CPT;2014-04-21;1530;I;89;14;23
BER;CPT;2014-04-21;1530;I;89;11;25
BER;CPT;2014-04-21;1530;I;89;10;32
BER;CPT;2014-04-21;1530;I;89;9;32
BER;CPT;2014-04-21;1530;I;89;3;31
BER;CPT;2014-04-21;1530;J;149;294;0
BER;CPT;2014-04-21;1530;K;109;294;0
BER;CPT;2014-04-21;1530;K;109;31;1
BER;CPT;2014-04-21;1530;K;109;30;0
BER;CPT;2014-04-21;1530;K;109;8;1
BER;CPT;2014-04-21;1530;K;109;7;1
BER;CPT;2014-04-21;1530;L;69;304;0
BER;CPT;2014-04-21;1530;L;69;294;0
BER;CPT;2014-04-21;1530;M;169;353;0
BER;CPT;2014-04-21;1530;M;169;294;0
BER;CPT;2014-04-21;1530;N;129;353;0
BER;CPT;2014-04-21;1530;N;129;294;0
BER;CPT;2014-04-21;1530;N;129;3;3
BER;CPT;2014-04-21;1530;R;189;353;0
BER;CPT;2014-04-21;1530;E;49;353;0
BER;CPT;2014-04-21;1530;B;99;353;0
BER;CPT;2014-04-21;1530;I;89;353;0
BER;CPT;2014-04-21;1530;J;149;353;0
BER;CPT;2014-04-21;1530;K;109;353;0
BER;CPT;2014-04-21;1530;L;69;353;0
BER;CPT;2014-04-20;1530;V;59;282;0
BER;CPT;2014-04-21;1530;B;99;1;23
BER;CPT;2014-04-21;1530;J;149;1;3
BER;CPT;2014-04-21;1530;N;129;1;7
BER;CPT;2014-04-21;1530;I;89;18;22
BER;CPT;2014-04-21;1530;I;89;2;30
BER;CPT;2014-04-21;1530;N;129;2;7
BER;CPT;2014-04-21;1530;J;149;0;9
BER;CPT;2014-04-21;1530;N;129;0;6
BER;CPT;2014-04-21;1530;L;69;99;2
BER;CPT;2014-04-21;1530;R;189;304;0
BER;CPT;2014-04-21;1530;R;189;294;0
BER;CPT;2014-04-21;1530;T;79;353;0
BER;CPT;2014-04-21;1530;T;79;304;0
BER;CPT;2014-04-21;1530;T;79;294;0
BER;CPT;2014-04-21;1530;T;79;59;2
BER;CPT;2014-04-21;1530;T;79;7;0
BER;CPT;2014-04-21;1530;V;59;353;0
BER;CPT;2014-04-21;1530;V;59;304;0
BER;CPT;2014-04-21;1530;V;59;294;0
BER;CPT;2014-04-21;1530;V;59;103;0
BER;CPT;2014-04-21;1530;Z;119;353;0
BER;CPT;2014-04-21;1530;Z;119;304;0
BER;CPT;2014-04-21;1530;Z;119;294;0
BER;CPT;2014-04-21;1530;Z;119;7;0
BER;CPT;2014-04-21;1530;T;79;87;2
BER;NRT;2014-04-19;1840;K;104;59;0
BER;NRT;2014-04-19;1840;K;104;36;0
BER;NRT;2014-04-19;1840;K;104;9;5
BER;NRT;2014-04-19;1840;K;104;8;9
BER;NRT;2014-04-19;1840;K;104;7;13
BER;NRT;2014-04-19;1840;K;104;6;18
BER;NRT;2014-04-19;1840;K;104;1;18
BER;NRT;2014-04-19;1840;K;104;0;16
BER;NRT;2014-04-19;1840;B;94;299;0
BER;NRT;2014-04-19;1840;B;94;59;0
BER;NRT;2014-04-19;1840;B;94;36;0
BER;NRT;2014-04-19;1840;B;94;13;6
BER;NRT;2014-04-19;1840;B;94;12;4
BER;NRT;2014-04-19;1840;B;94;11;4
BER;NRT;2014-04-19;1840;B;94;7;10
BER;NRT;2014-04-19;1840;B;94;6;15
BER;NRT;2014-04-19;1840;B;94;5;16
BER;NRT;2014-04-19;1840;B;94;3;18
BER;NRT;2014-04-19;1840;B;94;2;21
BER;NRT;2014-04-19;1840;B;94;1;18
BER;NRT;2014-04-19;1840;B;94;0;17
BER;NRT;2014-04-19;1840;E;44;302;0
BER;NRT;2014-04-19;1840;E;44;299;0
BER;NRT;2014-04-19;1840;I;84;302;0
BER;NRT;2014-04-19;1840;I;84;69;1
BER;NRT;2014-04-19;1840;I;84;59;1
BER;NRT;2014-04-19;1840;I;84;36;1
BER;NRT;2014-04-19;1840;I;84;33;2
BER;NRT;2014-04-19;1840;I;84;29;3
BER;NRT;2014-04-19;1840;I;84;21;4
BER;NRT;2014-04-19;1840;I;84;20;7
BER;NRT;2014-04-19;1840;I;84;19;10
BER;NRT;2014-04-19;1840;I;84;16;12
BER;NRT;2014-04-19;1840;I;84;15;14
BER;NRT;2014-04-19;1840;I;84;14;15
BER;NRT;2014-04-19;1840;I;84;13;15
BER;NRT;2014-04-19;1840;I;84;11;15
BER;NRT;2014-04-19;1840;J;144;292;0
BER;NRT;2014-04-19;1840;K;104;351;0
BER;NRT;2014-04-19;1840;B;94;351;0
BER;NRT;2014-04-19;1840;E;44;351;0
BER;NRT;2014-04-19;1840;I;84;351;0
BER;NRT;2014-04-19;1840;J;144;351;0
BER;NRT;2014-04-19;1840;K;104;303;0
BER;NRT;2014-04-19;1840;B;94;303;0
BER;NRT;2014-04-19;1840;K;104;299;0
BER;NRT;2014-04-19;1840;K;104;292;0
BER;NRT;2014-04-19;1840;B;94;292;0
BER;NRT;2014-04-19;1840;E;44;292;0
BER;NRT;2014-04-19;1840;K;104;240;2
BER;NRT;2014-04-19;1840;K;104;239;0
BER;NRT;2014-04-19;1840;J;144;1;3
BER;NRT;2014-04-19;1840;J;144;0;6
BER;NRT;2014-04-19;1840;L;64;351;0
BER;NRT;2014-04-19;1840;L;64;302;0
BER;NRT;2014-04-19;1840;L;64;299;0
BER;NRT;2014-04-19;1840;L;64;292;0
BER;NRT;2014-04-19;1840;L;64;13;0
BER;NRT;2014-04-19;1840;L;64;12;5
BER;NRT;2014-04-19;1840;L;64;11;5
BER;NRT;2014-04-19;1840;M;164;351;0
BER;NRT;2014-04-19;1840;M;164;292;0
BER;NRT;2014-04-19;1840;N;124;351;0
BER;NRT;2014-04-19;1840;N;124;292;0
BER;NRT;2014-04-19;1840;N;124;22;1
BER;NRT;2014-04-19;1840;N;124;1;0
BER;NRT;2014-04-19;1840;R;184;351;0
BER;NRT;2014-04-19;1840;R;184;302;0
BER;NRT;2014-04-19;1840;R;184;292;0
BER;NRT;2014-04-19;1840;T;74;351;0
BER;NRT;2014-04-19;1840;T;74;302;0
BER;NRT;2014-04-19;1840;T;74;299;0
BER;NRT;2014-04-19;1840;T;74;292;0
BER;NRT;2014-04-19;1840;T;74;13;0
BER;NRT;2014-04-19;1840;T;74;11;0
BER;NRT;2014-04-19;1840;V;54;351;0
BER;NRT;2014-04-19;1840;V;54;302;0
BER;NRT;2014-04-19;1840;V;54;299;0
BER;NRT;2014-04-19;1840;V;54;292;0
BER;NRT;2014-04-20;1840;I;84;352;0
BER;NRT;2014-04-20;1840;I;84;303;0
BER;NRT;2014-04-20;1840;I;84;300;0
BER;NRT;2014-04-19;1840;Z;114;351;0
BER;NRT;2014-04-19;1840;Z;114;302;0
BER;NRT;2014-04-19;1840;Z;114;292;0
BER;NRT;2014-04-19;1840;Z;114;59;0
BER;NRT;2014-04-19;1840;Z;114;40;0
BER;NRT;2014-04-19;1840;Z;114;1;0
BER;NRT;2014-04-20;1840;B;94;352;0
BER;NRT;2014-04-20;1840;B;94;304;0
BER;NRT;2014-04-20;1840;B;94;293;0
BER;NRT;2014-04-20;1840;B;94;14;0
BER;NRT;2014-04-20;1840;B;94;13;0
BER;NRT;2014-04-20;1840;E;44;352;0
BER;NRT;2014-04-20;1840;E;44;303;0
BER;NRT;2014-04-20;1840;E;44;300;0
BER;NRT;2014-04-20;1840;E;44;293;0
BER;NRT;2014-04-20;1840;J;144;352;0
BER;NRT;2014-04-20;1840;J;144;293;0
BER;NRT;2014-04-20;1840;J;144;7;1
BER;NRT;2014-04-20;1840;J;144;2;10
BER;NRT;2014-04-20;1840;J;144;1;18
BER;NRT;2014-04-20;1840;J;144;0;23
BER;NRT;2014-04-20;1840;K;104;352;0
BER;NRT;2014-04-20;1840;K;104;304;0
BER;NRT;2014-04-20;1840;K;104;300;0
BER;NRT;2014-04-20;1840;K;104;293;0
BER;NRT;2014-04-20;1840;K;104;59;1
BER;NRT;2014-04-20;1840;K;104;29;2
BER;NRT;2014-04-20;1840;K;104;28;3
BER;NRT;2014-04-20;1840;K;104;27;5
BER;NRT;2014-04-20;1840;K;104;24;8
BER;NRT;2014-04-20;1840;K;104;23;9
BER;NRT;2014-04-20;1840;K;104;22;10
BER;NRT;2014-04-20;1840;K;104;21;11
BER;NRT;2014-04-20;1840;K;104;14;11
BER;NRT;2014-04-20;1840;K;104;13;11
BER;NRT;2014-04-20;1840;K;104;12;10
BER;NRT;2014-04-20;1840;K;104;9;9
BER;NRT;2014-04-20;1840;K;104;5;11
BER;NRT;2014-04-20;1840;K;104;3;12
BER;NRT;2014-04-20;1840;K;104;2;15
BER;NRT;2014-04-20;1840;L;64;352;0
BER;NRT;2014-04-20;1840;L;64;300;0
BER;NRT;2014-04-20;1840;L;64;293;0
BER;NRT;2014-04-20;1840;M;164;352;0
BER;NRT;2014-04-20;1840;M;164;293;0
BER;NRT;2014-04-20;1840;M;164;0;4
BER;NRT;2014-04-20;1840;N;124;352;0
BER;NRT;2014-04-20;1840;N;124;304;0
BER;NRT;2014-04-20;1840;N;124;300;0
BER;NRT;2014-04-20;1840;N;124;293;0
BER;NRT;2014-04-20;1840;N;124;59;4
BER;NRT;2014-04-20;1840;N;124;56;5
BER;NRT;2014-04-20;1840;N;124;15;4
BER;NRT;2014-04-20;1840;N;124;14;5
BER;NRT;2014-04-20;1840;N;124;10;10
BER;NRT;2014-04-20;1840;N;124;9;13
BER;NRT;2014-04-20;1840;N;124;8;22
BER;NRT;2014-04-20;1840;N;124;7;31
BER;NRT;2014-04-20;1840;N;124;6;31
BER;NRT;2014-04-20;1840;N;124;2;22
BER;NRT;2014-04-20;1840;N;124;0;21
BER;NRT;2014-04-20;1840;R;184;352;0
BER;NRT;2014-04-20;1840;R;184;303;0
BER;NRT;2014-04-20;1840;R;184;293;0
BER;NRT;2014-04-20;1840;T;74;352;0
BER;NRT;2014-04-20;1840;T;74;303;0
BER;NRT;2014-04-20;1840;T;74;300;0
BER;NRT;2014-04-20;1840;T;74;293;0
BER;NRT;2014-04-20;1840;V;54;352;0
BER;NRT;2014-04-20;1840;V;54;300;0
BER;NRT;2014-04-20;1840;V;54;293;0
BER;NRT;2014-04-20;1840;Z;114;352;0
BER;NRT;2014-04-20;1840;Z;114;304;0
BER;NRT;2014-04-20;1840;Z;114;300;0
BER;NRT;2014-04-20;1840;Z;114;293;0
BER;NRT;2014-04-20;1840;Z;114;59;0
BER;NRT;2014-04-20;1840;Z;114;41;0
BER;NRT;2014-04-20;1840;Z;114;36;1
BER;NRT;2014-04-20;1840;Z;114;31;2
BER;NRT;2014-04-20;1840;Z;114;30;3
BER;NRT;2014-04-20;1840;Z;114;29;2
BER;NRT;2014-04-20;1840;Z;114;27;3
BER;NRT;2014-04-20;1840;Z;114;20;6
BER;NRT;2014-04-20;1840;Z;114;17;8
BER;NRT;2014-04-20;1840;Z;114;15;13
BER;NRT;2014-04-20;1840;Z;114;14;12
BER;NRT;2014-04-20;1840;Z;114;13;14
BER;NRT;2014-04-20;1840;Z;114;9;17
BER;NRT;2014-04-20;1840;Z;114;7;18
BER;NRT;2014-04-20;1840;Z;114;6;19
BER;NRT;2014-04-20;1840;Z;114;5;18
BER;NRT;2014-04-20;1840;Z;114;2;18
BER;NRT;2014-04-20;1840;Z;114;1;17
BER;NRT;2014-04-20;1840;Z;114;0;16
BER;NRT;2014-04-21;1840;B;94;353;0
BER;NRT;2014-04-21;1840;B;94;305;0
BER;NRT;2014-04-21;1840;B;94;301;0
BER;NRT;2014-04-21;1840;B;94;294;0
BER;NRT;2014-04-21;1840;B;94;72;1
BER;NRT;2014-04-21;1840;B;94;59;1
BER;NRT;2014-04-21;1840;B;94;39;1
BER;NRT;2014-04-21;1840;B;94;37;2
BER;NRT;2014-04-21;1840;B;94;36;4
BER;NRT;2014-04-21;1840;B;94;35;6
BER;NRT;2014-04-21;1840;B;94;32;8
BER;NRT;2014-04-21;1840;B;94;31;10
BER;NRT;2014-04-21;1840;B;94;30;11
BER;NRT;2014-04-21;1840;B;94;29;12
BER;NRT;2014-04-21;1840;B;94;28;15
BER;NRT;2014-04-21;1840;B;94;27;16
BER;NRT;2014-04-21;1840;B;94;24;15
BER;NRT;2014-04-21;1840;B;94;11;14
BER;NRT;2014-04-21;1840;B;94;10;13
BER;NRT;2014-04-21;1840;B;94;0;12
BER;NRT;2014-04-21;1840;E;44;353;0
BER;NRT;2014-04-21;1840;E;44;304;0
BER;NRT;2014-04-21;1840;E;44;301;0
BER;NRT;2014-04-21;1840;E;44;294;0
BER;NRT;2014-04-21;1840;I;84;353;0
BER;NRT;2014-04-21;1840;I;84;304;0
BER;NRT;2014-04-21;1840;I;84;301;0
BER;NRT;2014-04-21;1840;J;144;353;0
BER;NRT;2014-04-21;1840;J;144;294;0
BER;NRT;2014-04-21;1840;J;144;2;1
BER;NRT;2014-04-21;1840;J;144;1;10
BER;NRT;2014-04-21;1840;J;144;0;17
BER;NRT;2014-04-21;1840;K;104;353;0
BER;NRT;2014-04-21;1840;K;104;305;0
BER;NRT;2014-04-21;1840;K;104;301;0
BER;NRT;2014-04-21;1840;K;104;294;0
BER;NRT;2014-04-21;1840;K;104;59;0
BER;NRT;2014-04-21;1840;K;104;39;0
BER;NRT;2014-04-21;1840;K;104;23;2
BER;NRT;2014-04-21;1840;K;104;21;4
BER;NRT;2014-04-21;1840;K;104;18;6
BER;NRT;2014-04-21;1840;K;104;17;9
BER;NRT;2014-04-21;1840;K;104;16;10
BER;NRT;2014-04-21;1840;K;104;15;11
BER;NRT;2014-04-21;1840;K;104;14;16
BER;NRT;2014-04-21;1840;K;104;12;17
BER;NRT;2014-04-21;1840;K;104;11;22
BER;NRT;2014-04-21;1840;K;104;10;23
BER;NRT;2014-04-21;1840;K;104;9;24
BER;NRT;2014-04-21;1840;K;104;7;25
BER;NRT;2014-04-21;1840;K;104;6;26
BER;NRT;2014-04-21;1840;K;104;5;26
BER;NRT;2014-04-21;1840;K;104;3;25
BER;NRT;2014-04-21;1840;K;104;1;24
BER;NRT;2014-04-21;1840;K;104;0;23
BER;NRT;2014-04-21;1840;N;124;353;0
BER;NRT;2014-04-20;1840;K;104;88;1
BER;NRT;2014-04-20;1840;L;64;303;0
BER;NRT;2014-04-20;1840;V;54;303;0
BER;NRT;2014-04-20;1840;Z;114;303;0
BER;NRT;2014-04-21;1840;N;124;294;0
BER;NRT;2014-04-21;1840;N;124;31;1
BER;NRT;2014-04-21;1840;N;124;24;0
BER;NRT;2014-04-21;1840;N;124;3;9
BER;NRT;2014-04-21;1840;N;124;2;16
BER;NRT;2014-04-21;1840;N;124;1;14
BER;NRT;2014-04-21;1840;N;124;0;12
BER;NRT;2014-04-21;1840;L;64;353;0
BER;NRT;2014-04-21;1840;L;64;304;0
BER;NRT;2014-04-21;1840;L;64;301;0
